blue_champion,red_champion,blue_wr,games_count,lane
Vi,Naafiri,0.0,1,jungle
Vi,Rengar,0.0,1,jungle
Vi,Shyvana,1.0,1,jungle
Vi,Viego,1.0,2,jungle
Vi,Zyra,0.0,1,jungle
Viego,Amumu,0.0,4,jungle
Viego,Brand,1.0,1,jungle
Viego,Briar,0.75,4,jungle
Viego,Diana,0.0,1,jungle
Viego,DrMundo,0.0,1,jungle
Viego,Ekko,0.0,1,jungle
Viego,Elise,0.0,1,jungle
Viego,Evelynn,1.0,1,jungle
Viego,Ezreal,0.0,1,jungle
Viego,Graves,0.3333333333333333,3,jungle
Viego,Gwen,1.0,1,jungle
Viego,Hecarim,0.5,4,jungle
Viego,Ivern,1.0,1,jungle
Viego,JarvanIV,0.0,1,jungle
Viego,Jax,0.42857142857142855,7,jungle
Viego,Kayn,0.36363636363636365,11,jungle
Viego,Khazix,1.0,1,jungle
Viego,Kindred,0.0,1,jungle
Viego,LeeSin,1.0,3,jungle
Viego,Lillia,0.5,2,jungle
Viego,Malphite,0.6,5,jungle
Viego,Malzahar,0.0,1,jungle
Viego,MasterYi,0.25,4,jungle
Viego,MissFortune,1.0,1,jungle
Viego,MonkeyKing,1.0,1,jungle
Viego,Mordekaiser,0.0,1,jungle
Viego,Morgana,0.0,1,jungle
Viego,Naafiri,0.5,2,jungle
Viego,Nasus,0.0,1,jungle
Viego,Nidalee,0.0,1,jungle
Viego,Nocturne,0.3333333333333333,3,jungle
Viego,Nunu,0.0,1,jungle
Viego,Rammus,1.0,1,jungle
Viego,Rengar,0.3333333333333333,3,jungle
Viego,Sejuani,0.0,1,jungle
Viego,Shaco,0.2,5,jungle
Viego,Shen,0.0,1,jungle
Viego,Shyvana,0.5,4,jungle
Viego,Sion,1.0,1,jungle
Viego,Sylas,1.0,2,jungle
Viego,Talon,0.0,1,jungle
Viego,Teemo,1.0,1,jungle
Viego,Trundle,1.0,1,jungle
Viego,Udyr,1.0,2,jungle
Viego,Volibear,0.0,2,jungle
Viego,Warwick,0.6,5,jungle
Viego,XinZhao,0.0,3,jungle
Viego,Zaahen,0.5,2,jungle
Viego,Zac,1.0,1,jungle
Viego,Zed,0.0,3,jungle
Volibear,Briar,0.0,1,jungle
Volibear,Ekko,1.0,1,jungle
Volibear,Evelynn,0.0,1,jungle
Volibear,FiddleSticks,0.0,1,jungle
Volibear,Garen,0.0,1,jungle
Volibear,Hecarim,0.6666666666666666,3,jungle
Volibear,JarvanIV,1.0,1,jungle
Volibear,Jax,0.3333333333333333,3,jungle
Volibear,Karthus,1.0,1,jungle
Volibear,Kayn,0.0,2,jungle
Volibear,Khazix,0.0,1,jungle
Volibear,Kindred,0.0,1,jungle
Volibear,LeeSin,0.0,1,jungle
Volibear,Malphite,0.6666666666666666,3,jungle
Volibear,MasterYi,1.0,2,jungle
Volibear,Naafiri,0.5,2,jungle
Volibear,Nasus,1.0,1,jungle
Volibear,Nocturne,0.4,5,jungle
Volibear,Nunu,0.5,2,jungle
Volibear,Rengar,0.0,1,jungle
Volibear,Shaco,0.0,1,jungle
Volibear,Shen,1.0,2,jungle
Volibear,Shyvana,0.0,2,jungle
Volibear,Talon,0.0,1,jungle
Volibear,Vi,1.0,1,jungle
Volibear,Viego,0.3333333333333333,3,jungle
Volibear,Warwick,0.3333333333333333,3,jungle
Volibear,Zaahen,0.0,1,jungle
Volibear,Zyra,0.0,1,jungle
Warwick,Amumu,0.25,4,jungle
Warwick,Briar,0.5,4,jungle
Warwick,DrMundo,1.0,3,jungle
Warwick,Ekko,0.0,2,jungle
Warwick,Evelynn,0.6666666666666666,3,jungle
Warwick,Graves,1.0,1,jungle
Warwick,Gwen,1.0,1,jungle
Warwick,Hecarim,1.0,2,jungle
Warwick,JarvanIV,0.6666666666666666,3,jungle
Warwick,Jax,0.4,5,jungle
Warwick,Kayn,0.5714285714285714,7,jungle
Warwick,Khazix,1.0,1,jungle
Warwick,Kindred,0.0,1,jungle
Warwick,LeeSin,1.0,3,jungle
Warwick,Malphite,0.5,2,jungle
Warwick,MasterYi,0.5,4,jungle
Warwick,Naafiri,0.0,1,jungle
Warwick,Nasus,1.0,1,jungle
Warwick,Nautilus,0.0,1,jungle
Warwick,Nocturne,0.6,5,jungle
Warwick,Nunu,1.0,1,jungle
Warwick,Rammus,0.75,4,jungle
Warwick,Riven,1.0,1,jungle
Warwick,Sejuani,1.0,2,jungle
Warwick,Shaco,0.0,1,jungle
Warwick,Shyvana,0.3333333333333333,9,jungle
Warwick,Sylas,1.0,1,jungle
Warwick,Teemo,1.0,1,jungle
Warwick,Trundle,0.5,2,jungle
Warwick,Viego,0.6666666666666666,6,jungle
Warwick,Volibear,0.0,4,jungle
Warwick,XinZhao,0.25,4,jungle
Warwick,Zac,1.0,1,jungle
Warwick,Zed,1.0,1,jungle
XinZhao,Amumu,0.5,2,jungle
XinZhao,Briar,0.5,2,jungle
XinZhao,Diana,0.0,1,jungle
XinZhao,Ekko,0.0,1,jungle
XinZhao,FiddleSticks,0.0,1,jungle
XinZhao,Graves,0.0,1,jungle
XinZhao,Kindred,0.0,1,jungle
XinZhao,Maokai,0.0,1,jungle
XinZhao,MasterYi,0.0,1,jungle
XinZhao,Sylas,1.0,1,jungle
XinZhao,Viego,0.0,1,jungle
XinZhao,Volibear,0.0,1,jungle
XinZhao,Warwick,1.0,1,jungle
XinZhao,Zaahen,0.0,1,jungle
XinZhao,Zac,0.0,1,jungle
Yone,Sylas,0.0,1,jungle
Yorick,Chogath,1.0,1,jungle
Yorick,Hecarim,0.0,1,jungle
Yorick,Jax,0.0,1,jungle
Yorick,Rammus,1.0,1,jungle
Yorick,Rengar,0.0,1,jungle
Zaahen,Ambessa,1.0,1,jungle
Zaahen,Amumu,0.0,2,jungle
Zaahen,Diana,1.0,1,jungle
Zaahen,DrMundo,0.0,1,jungle
Zaahen,Evelynn,0.5,2,jungle
Zaahen,Kayn,1.0,2,jungle
Zaahen,LeeSin,0.0,1,jungle
Zaahen,Rengar,1.0,1,jungle
Zaahen,Sylas,1.0,1,jungle
Zaahen,Tryndamere,0.0,1,jungle
Zac,Amumu,0.0,1,jungle
Zac,Diana,0.0,1,jungle
Zac,DrMundo,0.0,1,jungle
Zac,Gwen,0.0,1,jungle
Zac,Kayn,1.0,1,jungle
Zac,Lillia,1.0,1,jungle
Zac,Sejuani,0.0,1,jungle
Zac,Viego,1.0,1,jungle
Zed,Amumu,1.0,1,jungle
Zed,Briar,0.0,1,jungle
Zed,Diana,1.0,1,jungle
Zed,FiddleSticks,0.0,1,jungle
Zed,Garen,0.0,1,jungle
Zed,Karthus,0.0,1,jungle
Zed,LeeSin,0.0,1,jungle
Zed,Malphite,1.0,1,jungle
Zed,MasterYi,0.0,1,jungle
Zed,Nocturne,1.0,1,jungle
Zed,Shaco,1.0,1,jungle
Zed,Sylas,1.0,1,jungle
Zed,Viego,0.5,2,jungle
Zed,Warwick,0.0,1,jungle
Zed,Zaahen,1.0,1,jungle
Zyra,Kayn,1.0,1,jungle
Zyra,Warwick,1.0,1,jungle
Aatrox,Diana,1.0,1,mid
Ahri,Akali,0.2857142857142857,7,mid
Ahri,Akshan,0.0,4,mid
Ahri,Anivia,1.0,1,mid
Ahri,Annie,0.0,1,mid
Ahri,AurelionSol,1.0,1,mid
Ahri,Brand,1.0,1,mid
Ahri,Diana,0.4,5,mid
Ahri,Ekko,1.0,1,mid
Ahri,Ezreal,1.0,1,mid
Ahri,Fizz,0.2,5,mid
Ahri,Hwei,0.0,1,mid
Ahri,Katarina,1.0,3,mid
Ahri,Leblanc,1.0,1,mid
Ahri,Lissandra,1.0,1,mid
Ahri,Lux,1.0,1,mid
Ahri,Malzahar,0.5,2,mid
Ahri,Mel,0.3333333333333333,3,mid
Ahri,Naafiri,1.0,1,mid
Ahri,Qiyana,0.5,2,mid
Ahri,Rumble,1.0,1,mid
Ahri,Ryze,0.3333333333333333,3,mid
Ahri,Swain,1.0,1,mid
Ahri,Sylas,0.5,2,mid
Ahri,Teemo,0.0,1,mid
Ahri,Veigar,0.42857142857142855,7,mid
Ahri,Velkoz,1.0,1,mid
Ahri,Vex,0.5,2,mid
Ahri,Xerath,0.6666666666666666,3,mid
Ahri,Yasuo,0.36363636363636365,11,mid
Ahri,Yone,0.6,5,mid
Ahri,Zed,0.375,8,mid
Ahri,Zoe,0.0,1,mid
Ahri,Zyra,1.0,1,mid
Akali,Ahri,0.3333333333333333,3,mid
Akali,Aurora,0.3333333333333333,3,mid
Akali,Diana,0.5,4,mid
Akali,Ekko,0.0,1,mid
Akali,Ezreal,1.0,1,mid
Akali,Fizz,0.3333333333333333,3,mid
Akali,Galio,1.0,1,mid
Akali,Hwei,0.0,1,mid
Akali,Katarina,0.0,1,mid
Akali,Leblanc,0.0,1,mid
Akali,Lissandra,0.0,1,mid
Akali,Lux,0.0,3,mid
Akali,Malphite,1.0,1,mid
Akali,Malzahar,0.0,1,mid
Akali,Morgana,1.0,1,mid
Akali,Naafiri,0.3333333333333333,3,mid
Akali,Sion,0.5,2,mid
Akali,Sylas,1.0,1,mid
Akali,Talon,0.0,1,mid
Akali,TwistedFate,0.0,1,mid
Akali,Veigar,0.7142857142857143,7,mid
Akali,Vex,0.3333333333333333,3,mid
Akali,Xerath,0.5,2,mid
Akali,Yasuo,0.5,8,mid
Akali,Yone,0.5,2,mid
Akali,Zed,0.3333333333333333,3,mid
Akali,Zoe,0.0,1,mid
Akshan,Ahri,1.0,1,mid
Akshan,Akali,0.5,2,mid
Akshan,Anivia,1.0,1,mid
Akshan,Jhin,0.0,1,mid
Akshan,Leblanc,0.0,1,mid
Akshan,Lux,0.5,2,mid
Akshan,Malzahar,0.0,1,mid
Akshan,Mel,1.0,2,mid
Akshan,Sylas,0.0,1,mid
Akshan,Syndra,0.0,1,mid
Akshan,Xerath,1.0,1,mid
Akshan,Yasuo,1.0,2,mid
Akshan,Yone,1.0,1,mid
Akshan,Zoe,0.0,1,mid
Anivia,Akali,0.0,1,mid
Anivia,Brand,0.0,1,mid
Anivia,Veigar,0.0,1,mid
Anivia,Xerath,1.0,1,mid
Annie,Ahri,0.5,2,mid
Annie,Akali,0.0,1,mid
Annie,AurelionSol,0.0,1,mid
Annie,Diana,0.0,1,mid
Annie,Fizz,0.5,2,mid
Annie,Heimerdinger,0.0,1,mid
Annie,Lissandra,1.0,1,mid
Annie,Lux,0.0,1,mid
Annie,Ryze,1.0,1,mid
Annie,Sylas,1.0,1,mid
Annie,Vex,0.5,2,mid
Annie,Yasuo,0.0,1,mid
Annie,Yone,0.0,1,mid
Ashe,Fizz,1.0,1,mid
Ashe,Ziggs,0.0,1,mid
AurelionSol,Ahri,0.0,1,mid
AurelionSol,Akali,1.0,1,mid
AurelionSol,Akshan,0.0,1,mid
AurelionSol,Cassiopeia,0.0,1,mid
AurelionSol,Irelia,0.0,2,mid
AurelionSol,Kassadin,0.0,1,mid
AurelionSol,Malzahar,1.0,2,mid
AurelionSol,Naafiri,0.0,2,mid
AurelionSol,Syndra,0.0,1,mid
AurelionSol,Tryndamere,1.0,1,mid
AurelionSol,Velkoz,0.0,1,mid
AurelionSol,Vex,1.0,2,mid
AurelionSol,Yasuo,0.0,1,mid
Aurora,Diana,1.0,1,mid
Aurora,Fizz,0.0,1,mid
Aurora,Galio,1.0,1,mid
Aurora,Lux,0.0,1,mid
Aurora,Malzahar,0.0,1,mid
Aurora,Mel,1.0,1,mid
Aurora,Naafiri,0.0,1,mid
Aurora,Taliyah,1.0,1,mid
Aurora,Veigar,0.0,2,mid
Aurora,Yasuo,0.0,1,mid
Aurora,Yone,0.0,1,mid
Azir,Aurora,0.0,1,mid
Azir,Fizz,0.0,1,mid
Azir,Katarina,1.0,1,mid
Azir,Lissandra,0.0,1,mid
Azir,Tryndamere,0.0,1,mid
Azir,TwistedFate,1.0,1,mid
Azir,Zed,0.0,1,mid
Azir,Ziggs,1.0,1,mid
Brand,Ashe,0.0,1,mid
Brand,AurelionSol,0.0,1,mid
Brand,Fizz,0.0,1,mid
Brand,Kassadin,1.0,1,mid
Brand,Katarina,0.0,1,mid
Brand,Veigar,0.5,2,mid
Brand,Yone,1.0,2,mid
Briar,Yasuo,0.0,1,mid
Briar,Yone,1.0,1,mid
Caitlyn,Mel,0.0,1,mid
Caitlyn,Veigar,0.0,3,mid
Cassiopeia,Annie,1.0,1,mid
Cassiopeia,AurelionSol,1.0,1,mid
Cassiopeia,Brand,0.0,1,mid
Cassiopeia,Irelia,0.0,1,mid
Cassiopeia,Syndra,0.0,1,mid
Cassiopeia,Talon,0.0,1,mid
Cassiopeia,Yasuo,0.0,1,mid
Chogath,Fizz,0.0,1,mid
Chogath,Kassadin,1.0,1,mid
Chogath,Katarina,0.0,1,mid
Chogath,Yone,0.5,2,mid
Darius,Veigar,0.0,1,mid
Diana,Ahri,0.8,5,mid
Diana,Akali,0.0,3,mid
Diana,Akshan,0.0,2,mid
Diana,AurelionSol,1.0,1,mid
Diana,Brand,0.0,1,mid
Diana,Caitlyn,0.0,1,mid
Diana,Ekko,0.5,2,mid
Diana,Fizz,1.0,2,mid
Diana,Heimerdinger,0.0,1,mid
Diana,Irelia,0.0,2,mid
Diana,Lux,0.0,2,mid
Diana,Malzahar,0.6666666666666666,3,mid
Diana,Mel,0.0,2,mid
Diana,Naafiri,0.0,2,mid
Diana,Pantheon,0.0,1,mid
Diana,Qiyana,0.0,1,mid
Diana,Ryze,0.0,1,mid
Diana,Sylas,0.0,1,mid
Diana,Syndra,1.0,1,mid
Diana,Talon,0.0,1,mid
Diana,Thresh,1.0,1,mid
Diana,Veigar,0.0,3,mid
Diana,Vex,0.6666666666666666,3,mid
Diana,Xerath,0.0,1,mid
Diana,Yasuo,0.8,5,mid
Diana,Yone,0.3333333333333333,3,mid
Diana,Zed,1.0,1,mid
Diana,Ziggs,0.5,2,mid
Diana,Zoe,1.0,1,mid
Ekko,Ahri,0.0,1,mid
Ekko,Akali,0.5,2,mid
Ekko,Annie,0.5,2,mid
Ekko,AurelionSol,0.0,1,mid
Ekko,Aurora,0.0,1,mid
Ekko,Brand,1.0,1,mid
Ekko,Diana,0.5,2,mid
Ekko,Fizz,0.0,1,mid
Ekko,Katarina,0.0,1,mid
Ekko,Lissandra,0.0,2,mid
Ekko,Malzahar,0.0,1,mid
Ekko,Mel,0.5,2,mid
Ekko,Talon,1.0,1,mid
Ekko,Vex,1.0,1,mid
Ekko,Xerath,1.0,3,mid
Ekko,Yasuo,1.0,3,mid
Ekko,Zed,0.0,1,mid
Ezreal,Mel,0.0,1,mid
FiddleSticks,Chogath,0.0,1,mid
FiddleSticks,Veigar,0.0,1,mid
Fizz,Ahri,0.3333333333333333,3,mid
Fizz,Annie,0.6666666666666666,3,mid
Fizz,Azir,0.0,1,mid
Fizz,Diana,1.0,2,mid
Fizz,Galio,0.5,2,mid
Fizz,Karma,0.0,1,mid
Fizz,Leblanc,1.0,1,mid
Fizz,Lissandra,0.5,2,mid
Fizz,Malzahar,0.5,2,mid
Fizz,Mel,0.8333333333333334,6,mid
Fizz,Orianna,1.0,1,mid
Fizz,Pantheon,0.0,1,mid
Fizz,Taliyah,1.0,1,mid
Fizz,Talon,0.0,1,mid
Fizz,Tryndamere,0.0,1,mid
Fizz,Veigar,0.0,1,mid
Fizz,Vex,0.5,2,mid
Fizz,Viktor,1.0,1,mid
Fizz,Vladimir,0.0,1,mid
Fizz,Yasuo,0.0,5,mid
Fizz,Yone,0.75,4,mid
Fizz,Zed,1.0,1,mid
Fizz,Zoe,1.0,1,mid
Galio,Akali,1.0,1,mid
Galio,Brand,0.0,1,mid
Galio,Ekko,0.0,1,mid
Galio,Fizz,0.5,2,mid
Galio,Irelia,0.0,1,mid
Galio,Mel,0.0,1,mid
Galio,Tristana,0.0,1,mid
Galio,Tryndamere,0.0,2,mid
Galio,Veigar,0.0,1,mid
Galio,Yasuo,0.0,2,mid
Galio,Yone,0.0,1,mid
Gangplank,Aurora,0.0,1,mid
Garen,Sylas,1.0,1,mid
Garen,Yasuo,0.0,1,mid
Gragas,Ahri,1.0,1,mid
Gragas,Mel,0.0,2,mid
Gragas,Yasuo,1.0,1,mid
Gragas,Yone,0.0,2,mid
Graves,Fizz,0.0,1,mid
Gwen,Lux,0.0,1,mid
Heimerdinger,Diana,1.0,1,mid
Heimerdinger,Irelia,1.0,1,mid
Heimerdinger,Mordekaiser,0.0,1,mid
Heimerdinger,Veigar,0.5,2,mid
Heimerdinger,Viktor,0.0,1,mid
Heimerdinger,Yasuo,0.0,3,mid
Hwei,Cassiopeia,0.0,1,mid
Hwei,MissFortune,1.0,1,mid
Hwei,Qiyana,0.0,1,mid
Hwei,Swain,1.0,1,mid
Hwei,Viktor,0.0,1,mid
Hwei,Yone,0.0,2,mid
Illaoi,Fizz,0.0,1,mid
Irelia,Ahri,0.0,2,mid
Irelia,Akali,0.0,2,mid
Irelia,Akshan,1.0,1,mid
Irelia,Fizz,1.0,1,mid
Irelia,Jhin,1.0,1,mid
Irelia,Katarina,1.0,1,mid
Irelia,Lillia,0.0,1,mid
Irelia,Lissandra,0.0,1,mid
Irelia,Lucian,1.0,1,mid
Irelia,Lux,0.0,2,mid
Irelia,Mel,0.0,1,mid
Irelia,Syndra,1.0,1,mid
Irelia,Thresh,1.0,1,mid
Irelia,Veigar,1.0,1,mid
Irelia,Vex,0.5,2,mid
Irelia,Xerath,0.5,2,mid
Irelia,Yasuo,1.0,1,mid
Irelia,Yone,1.0,1,mid
Irelia,Zed,1.0,1,mid
Jayce,Akshan,1.0,1,mid
Jayce,Ashe,1.0,1,mid
Jayce,Diana,1.0,1,mid
Jayce,Lissandra,0.0,1,mid
Jhin,Ahri,1.0,1,mid
Jhin,Akshan,1.0,1,mid
Jhin,Diana,1.0,1,mid
Jhin,Katarina,0.0,1,mid
Jhin,Syndra,1.0,1,mid
Jhin,Yasuo,1.0,1,mid
Jinx,Naafiri,0.0,1,mid
Jinx,Talon,0.0,1,mid
Kaisa,Diana,1.0,1,mid
Kalista,Vex,1.0,1,mid
Karma,Anivia,1.0,1,mid
Karma,Viego,1.0,1,mid
Kassadin,Ahri,1.0,1,mid
Kassadin,Diana,0.3333333333333333,3,mid
Kassadin,Fizz,1.0,1,mid
Kassadin,Irelia,0.3333333333333333,3,mid
Kassadin,Leblanc,0.0,1,mid
Kassadin,Lux,0.0,1,mid
Kassadin,Malzahar,0.0,1,mid
Kassadin,Mel,0.0,1,mid
Kassadin,Morgana,0.0,1,mid
Kassadin,Orianna,0.5,2,mid
Kassadin,Veigar,0.3333333333333333,3,mid
Kassadin,Vex,0.0,1,mid
Kassadin,Yone,1.0,1,mid
Katarina,Ahri,0.6666666666666666,3,mid
Katarina,Akali,0.4,5,mid
Katarina,AurelionSol,0.0,1,mid
Katarina,Aurora,1.0,1,mid
Katarina,Cassiopeia,1.0,1,mid
Katarina,Diana,0.0,1,mid
Katarina,Fizz,1.0,1,mid
Katarina,Irelia,0.0,1,mid
Katarina,Kennen,0.0,1,mid
Katarina,Leblanc,0.0,1,mid
Katarina,Lissandra,1.0,1,mid
Katarina,Lux,0.5,2,mid
Katarina,Malzahar,0.0,1,mid
Katarina,Mel,0.25,4,mid
Katarina,Naafiri,0.0,1,mid
Katarina,Qiyana,1.0,1,mid
Katarina,Sylas,1.0,2,mid
Katarina,Veigar,1.0,1,mid
Katarina,Vex,0.0,1,mid
Katarina,Viktor,0.5,2,mid
Katarina,Vladimir,1.0,1,mid
Katarina,Yasuo,0.6666666666666666,3,mid
Katarina,Yone,0.3333333333333333,3,mid
Katarina,Ziggs,0.5,2,mid
Kayn,Yasuo,0.0,1,mid
KogMaw,Cassiopeia,1.0,1,mid
KogMaw,Diana,1.0,2,mid
Leblanc,Ahri,0.5,2,mid
Leblanc,Aurora,0.0,1,mid
Leblanc,Ekko,0.0,2,mid
Leblanc,Fizz,0.0,1,mid
Leblanc,Hwei,0.0,1,mid
Leblanc,Lissandra,1.0,1,mid
Leblanc,Malzahar,0.0,1,mid
Leblanc,Mel,0.0,1,mid
Leblanc,Naafiri,0.0,1,mid
Leblanc,Syndra,0.0,1,mid
Leblanc,Talon,1.0,1,mid
Leblanc,Trundle,0.0,1,mid
Leblanc,Veigar,1.0,1,mid
Leblanc,Vex,0.5,2,mid
Leblanc,Viktor,1.0,1,mid
Leblanc,Yasuo,0.0,2,mid
Leblanc,Ziggs,0.0,1,mid
LeeSin,Hwei,0.0,1,mid
Leona,Mel,0.0,1,mid
Lissandra,Akali,0.0,1,mid
Lissandra,Aurora,1.0,1,mid
Lissandra,Azir,1.0,1,mid
Lissandra,Brand,1.0,3,mid
Lissandra,Diana,0.5,2,mid
Lissandra,Ekko,1.0,1,mid
Lissandra,Fizz,0.3333333333333333,3,mid
Lissandra,Jhin,0.0,1,mid
Lissandra,Kassadin,1.0,1,mid
Lissandra,Katarina,0.0,2,mid
Lissandra,Lux,1.0,1,mid
Lissandra,Mel,0.25,4,mid
Lissandra,Sylas,0.0,1,mid
Lissandra,Tryndamere,1.0,1,mid
Lissandra,TwistedFate,0.0,1,mid
Lissandra,Veigar,1.0,3,mid
Lissandra,Yasuo,0.6,5,mid
Lissandra,Yone,0.3333333333333333,3,mid
Lissandra,Zed,1.0,1,mid
Lux,Ahri,0.7142857142857143,7,mid
Lux,Akali,0.3333333333333333,3,mid
Lux,Akshan,0.0,1,mid
Lux,Brand,0.0,1,mid
Lux,Draven,0.0,1,mid
Lux,Ekko,1.0,1,mid
Lux,Irelia,1.0,1,mid
Lux,Katarina,1.0,1,mid
Lux,Leblanc,1.0,1,mid
Lux,Malphite,1.0,1,mid
Lux,Mel,0.0,3,mid
Lux,Naafiri,0.0,1,mid
Lux,Nasus,1.0,1,mid
Lux,Qiyana,1.0,1,mid
Lux,Shen,1.0,1,mid
Lux,Sylas,0.6666666666666666,3,mid
Lux,Syndra,0.0,1,mid
Lux,Veigar,0.5,8,mid
Lux,Vex,1.0,2,mid
Lux,Xerath,1.0,1,mid
Lux,Yasuo,0.4,5,mid
Lux,Yone,0.0,1,mid
Lux,Zed,0.0,1,mid
Lux,Ziggs,0.0,1,mid
Malphite,Mel,0.0,1,mid
Malphite,Varus,1.0,1,mid
Malphite,Vex,1.0,1,mid
Malphite,Yasuo,1.0,2,mid
Malzahar,Ahri,0.375,8,mid
Malzahar,Akali,0.0,3,mid
Malzahar,Aurora,0.0,1,mid
Malzahar,Brand,1.0,1,mid
Malzahar,Diana,0.5,2,mid
Malzahar,Fizz,0.5,2,mid
Malzahar,Irelia,1.0,1,mid
Malzahar,Kassadin,1.0,1,mid
Malzahar,Katarina,1.0,1,mid
Malzahar,Kayle,1.0,1,mid
Malzahar,Lissandra,0.0,2,mid
Malzahar,Lux,0.0,1,mid
Malzahar,Qiyana,0.0,2,mid
Malzahar,Quinn,0.0,1,mid
Malzahar,Teemo,1.0,1,mid
Malzahar,Veigar,0.5714285714285714,7,mid
Malzahar,Viktor,0.0,1,mid
Malzahar,Vladimir,0.0,1,mid
Malzahar,Xerath,0.3333333333333333,3,mid
Malzahar,XinZhao,1.0,1,mid
Malzahar,Yasuo,0.6666666666666666,3,mid
Malzahar,Yone,1.0,2,mid
MasterYi,Irelia,1.0,1,mid
MasterYi,Yone,0.0,1,mid
Mel,Ahri,0.5,2,mid
Mel,Akali,0.6666666666666666,3,mid
Mel,Akshan,0.0,1,mid
Mel,AurelionSol,0.0,1,mid
Mel,Aurora,1.0,1,mid
Mel,Azir,0.0,1,mid
Mel,Brand,0.0,2,mid
Mel,Diana,0.3333333333333333,3,mid
Mel,Ekko,0.0,2,mid
Mel,FiddleSticks,0.0,1,mid
Mel,Fizz,1.0,1,mid
Mel,Hwei,0.0,1,mid
Mel,Irelia,0.0,2,mid
Mel,Karthus,1.0,1,mid
Mel,Leblanc,0.5,2,mid
Mel,Lissandra,1.0,1,mid
Mel,Lux,0.0,2,mid
Mel,Malphite,1.0,1,mid
Mel,Malzahar,0.6666666666666666,6,mid
Mel,Naafiri,0.5,4,mid
Mel,Orianna,0.5,2,mid
Mel,Pantheon,0.0,1,mid
Mel,Ryze,0.0,1,mid
Mel,Sylas,0.5,4,mid
Mel,Syndra,1.0,1,mid
Mel,TwistedFate,1.0,1,mid
Mel,Veigar,0.375,8,mid
Mel,Vex,0.6666666666666666,3,mid
Mel,Xerath,0.5,4,mid
Mel,Yasuo,0.6,5,mid
Mel,Yone,0.3333333333333333,3,mid
Mel,Zed,0.6666666666666666,3,mid
MissFortune,Ahri,1.0,1,mid
MissFortune,Akali,0.0,1,mid
MonkeyKing,Cassiopeia,1.0,1,mid
MonkeyKing,Irelia,0.0,1,mid
Mordekaiser,Ahri,1.0,1,mid
Mordekaiser,Tristana,0.0,1,mid
Mordekaiser,Yasuo,0.0,1,mid
Morgana,Akali,0.5,2,mid
Morgana,Akshan,0.0,1,mid
Morgana,Darius,0.0,1,mid
Morgana,Lissandra,1.0,1,mid
Morgana,MonkeyKing,1.0,1,mid
Morgana,Veigar,0.0,1,mid
Morgana,Yone,1.0,1,mid
Naafiri,Ahri,1.0,1,mid
Naafiri,Akali,0.0,1,mid
Naafiri,Azir,0.0,1,mid
Naafiri,Diana,0.5,2,mid
Naafiri,Leblanc,0.0,1,mid
Naafiri,Lissandra,1.0,1,mid
Naafiri,Malzahar,0.0,1,mid
Naafiri,Mel,0.3333333333333333,3,mid
Naafiri,Neeko,1.0,1,mid
Naafiri,Smolder,1.0,1,mid
Naafiri,Swain,0.0,1,mid
Naafiri,Sylas,1.0,1,mid
Naafiri,TwistedFate,1.0,1,mid
Naafiri,Twitch,1.0,1,mid
Naafiri,Veigar,0.6666666666666666,3,mid
Naafiri,Vex,0.0,1,mid
Naafiri,Xerath,0.0,1,mid
Naafiri,Yone,0.25,4,mid
Naafiri,Ziggs,0.0,1,mid
Nasus,Yasuo,0.0,1,mid
Neeko,Ahri,0.0,1,mid
Neeko,Akali,1.0,1,mid
Neeko,AurelionSol,0.0,1,mid
Neeko,Kassadin,0.0,1,mid
Neeko,Yasuo,0.0,1,mid
Nunu,Galio,0.0,1,mid
Orianna,Ahri,0.5,2,mid
Orianna,Brand,0.0,1,mid
Orianna,Lux,1.0,1,mid
Orianna,Ryze,0.5,2,mid
Orianna,Veigar,0.6666666666666666,3,mid
Orianna,Yasuo,0.5,2,mid
Orianna,Yone,0.0,1,mid
Orianna,Zed,0.0,1,mid
Orianna,Zoe,1.0,1,mid
Pantheon,Kassadin,0.0,1,mid
Pantheon,Lissandra,1.0,1,mid
Pantheon,Lux,1.0,1,mid
Pantheon,Teemo,0.0,1,mid
Pantheon,Yasuo,0.5,2,mid
Pyke,Veigar,0.0,1,mid
Qiyana,Akali,0.0,1,mid
Qiyana,Annie,1.0,1,mid
Qiyana,Caitlyn,0.0,1,mid
Qiyana,Veigar,0.0,1,mid
Qiyana,Yasuo,0.0,2,mid
Qiyana,Zilean,1.0,1,mid
Qiyana,Zoe,1.0,1,mid
Rakan,XinZhao,0.0,1,mid
Renekton,Malzahar,0.0,1,mid
Renekton,Yasuo,0.0,1,mid
Ryze,Akali,0.0,1,mid
Ryze,Brand,0.0,2,mid
Ryze,Chogath,1.0,1,mid
Ryze,Fizz,0.0,1,mid
Ryze,Katarina,0.0,1,mid
Ryze,Mel,0.5,2,mid
Ryze,Syndra,0.0,1,mid
Ryze,Veigar,0.0,1,mid
Ryze,Yasuo,0.5,2,mid
Ryze,Yone,0.0,1,mid
Samira,Lux,1.0,1,mid
Senna,Yasuo,0.0,1,mid
Seraphine,Fizz,0.0,1,mid
Seraphine,Leblanc,0.0,1,mid
Seraphine,Lissandra,0.0,1,mid
Seraphine,Yasuo,1.0,1,mid
Sett,Riven,0.0,1,mid
Shaco,Zed,1.0,1,mid
Shen,Neeko,1.0,1,mid
